wkt_geom;generator:source;generator:output
Point (9.59026339999999955 53.73967470000000191);wind;2
Point (9.16517400000000038 54.46398539999999855);wind;1500
Point (9.14613860000000045 54.44297540000000168);wind;yes
Point (8.5158030999999994 54.70379270000000105);wind;
Point (9.16164090000000009 54.46365130000000221);wind;1500
Point (10.95652089999999923 54.21335789999999832);wind;
Point (8.7761856999999992 53.82672440000000336);;
Point (10.95340960000000052 54.21477579999999818);wind;
Point (10.96038330000000016 54.21695900000000279);wind;
Point (10.96778340000000007 54.20953649999999868);wind;
Point (10.9658092000000007 54.2150248000000019);wind;
Point (10.26492460000000051 54.24682119999999941);biomass;
Point (10.63851320000000023 54.21294470000000132);wind;
Point (8.91003410000000073 54.25130980000000136);wind;yes
Point (9.71879900000000063 54.02419150000000059);biomass;
Point (10.22960439999999949 54.40593539999999706);solar;small_installation
Point (8.90821030000000036 54.24984249999999975);wind;yes
Point (9.16068339999999992 54.27389500000000311);wind;
Point (9.16487139999999911 54.27011000000000251);wind;
Point (9.15163150000000059 54.27518680000000018);wind;
Point (9.16278460000000017 54.27198020000000156);wind;
Point (9.15393830000000008 54.27260809999999935);wind;
Point (9.14330819999999989 54.28075220000000201);wind;
Point (9.35748049999999942 53.50424819999999926);wind;500
Point (10.37968820000000036 54.27910729999999973);biomass;
Point (9.45451369999999969 54.77199470000000048);wind;
Point (10.41265830000000037 54.82210369999999955);wind;yes
Point (10.36827040000000011 54.32068240000000259);biomass;
Point (9.45479820000000082 54.77199660000000137);wind;
Point (10.19201960000000007 54.23240899999999698);biomass;
Point (10.42081119999999927 54.21146889999999985);biomass;
Point (10.36996320000000082 54.20276690000000031);biomass;
Point (10.8256136000000005 53.94436509999999885);wind;2300
Point (8.78557589999999955 54.76502409999999799);wind;
Point (8.78489760000000075 54.76853530000000347);wind;
Point (8.75655390000000011 54.76545579999999802);wind;
Point (8.76056679999999943 54.76755880000000332);wind;
Point (8.29533739999999931 53.56483970000000028);wind;
Point (8.76118909999999929 54.76434789999999708);wind;
Point (9.07110220000000034 53.63819900000000018);wind;yes
Point (9.5571710000000003 53.50037999999999982);biogas;0.55
Point (9.03640230000000066 53.63439410000000152);wind;yes
Point (9.04701559999999994 53.63711889999999727);wind;yes
Point (9.06755620000000029 53.63406810000000036);wind;yes
Point (9.04315509999999989 53.63425550000000186);wind;yes
Point (9.05674909999999933 53.63234030000000274);wind;yes
Point (9.05031310000000033 53.63437809999999928);wind;yes
Point (9.04470090000000049 53.63165810000000278);wind;yes
Point (9.0325761 53.63155030000000068);wind;yes
Point (9.05030220000000085 53.63189539999999766);wind;yes
Point (9.03865790000000047 53.63154409999999928);wind;yes
Point (9.04726939999999935 53.6285798999999983);wind;yes
Point (9.04140190000000032 53.6288115999999988);wind;yes
Point (9.04342100000000038 53.62510309999999691);wind;yes
Point (9.04896850000000086 53.6260785999999996);wind;yes
Point (9.05742670000000061 53.49385099999999937);wind;1800
Point (9.0544469000000003 53.49413719999999728);wind;yes
Point (9.05474019999999946 53.49168470000000042);wind;yes
Point (9.05456990000000062 53.49286419999999964);wind;yes
Point (9.05777370000000026 53.49118870000000214);wind;1800
Point (9.05062829999999963 53.49134860000000202);wind;1800
Point (9.05507459999999931 53.48944759999999832);wind;yes
Point (9.05491680000000088 53.49058490000000177);wind;yes
Point (10.02120930000000065 53.67913399999999768);biomass;
Point (9.05111209999999922 53.48929280000000119);wind;1800
Point (9.40676720000000088 53.55863380000000262);biomass;
Point (9.53533380000000008 54.7712483999999975);;
Point (9.02854319999999966 53.60857370000000088);biomass;
Point (9.35713860000000075 53.6262691000000018);biomass;
Point (9.18424489999999949 53.82220569999999782);biomass;
Point (8.6088281999999996 53.80078029999999956);biomass;
Point (10.38966160000000016 54.09308180000000021);biomass;
Point (9.9774989000000005 53.86496069999999747);biogas;yes
Point (9.98636630000000025 54.32800859999999687);biomass;
Point (10.34879210000000072 54.1966448000000014);biomass;yes
Point (9.65277200000000057 53.91474259999999674);biomass;
Point (10.07665380000000077 53.82062359999999757);biomass;yes
Point (10.63631290000000007 54.25048739999999725);biomass;500
Point (9.37727049999999984 54.03921909999999684);biomass;
Point (9.56494230000000023 53.55818819999999647);wind;
Point (9.55992799999999932 53.55857439999999769);wind;
Point (9.77971679999999921 53.84662889999999891);biomass;
Point (9.56990990000000075 53.55779580000000095);wind;
Point (9.91141709999999954 53.75822110000000009);biogas;yes
Point (9.83049779999999984 53.88418260000000259);biomass;
Point (9.09310669999999988 53.93199849999999884);wind;2000
Point (10.4688598000000006 53.54588019999999915);biomass;
Point (9.10309939999999962 53.92660709999999824);wind;2000
Point (9.1036096999999998 53.9295540000000031);wind;2000
Point (9.85428920000000019 54.35057739999999882);wind;2
Point (9.84740769999999976 54.35108770000000078);wind;2
Point (9.00347380000000008 53.9322931999999966);wind;
Point (9.85068270000000012 54.34850959999999986);wind;2
Point (10.82361019999999918 53.78402400000000227);wind;600
Point (10.81990799999999986 53.7863781000000003);wind;500
Point (9.08328659999999921 53.99094029999999833);wind;3200
Point (9.09061310000000056 53.99119180000000284);wind;3200
Point (9.09388110000000083 53.9863451000000012);wind;2000
Point (9.09143219999999985 53.98848879999999895);wind;3200
Point (10.87842559999999992 53.87962509999999838);wind;
Point (9.59637269999999987 54.27370539999999721);biomass;
Point (10.88847980000000071 53.87739619999999974);wind;
Point (10.88118500000000033 53.87784090000000248);wind;
Point (8.64718180000000025 53.68989359999999778);wind;
Point (8.65114160000000076 53.69038069999999863);wind;
Point (8.63883180000000017 53.68850599999999673);wind;
Point (8.64314549999999926 53.68951419999999786);wind;
Point (8.64670349999999921 53.687061700000001);wind;
Point (8.6555604000000006 53.68759409999999832);wind;
Point (8.65076849999999986 53.6863705999999965);wind;
Point (8.64239949999999979 53.68652360000000101);wind;
Point (8.65534040000000005 53.68466000000000093);wind;
Point (8.63763619999999932 53.68598550000000103);wind;
Point (8.6504051000000004 53.68302289999999743);wind;
Point (8.6461200999999992 53.6834251000000009);wind;
Point (8.63637370000000004 53.68105719999999792);wind;
Point (8.65470919999999921 53.68205989999999872);wind;
Point (9.2381688000000004 54.07316310000000215);wind;
Point (8.64118470000000016 53.68068329999999833);wind;
Point (9.13560659999999913 54.6120878999999988);wind;
Point (9.24141909999999989 54.06981240000000355);wind;2000
Point (9.1417395999999993 54.61160830000000033);wind;
Point (9.14770479999999964 54.61135970000000128);wind;
Point (8.92395400000000016 53.96360260000000153);wind;
Point (8.92022039999999983 53.95864129999999648);wind;
Point (8.91317689999999985 53.95100300000000004);wind;
Point (8.92311720000000008 53.9559621000000007);wind;
Point (9.31245559999999983 53.90214199999999778);wind;
Point (8.92373410000000078 53.95375570000000209);wind;
Point (8.9522870999999995 53.96730199999999655);wind;
Point (8.97739529999999952 53.95894659999999732);wind;2050
Point (8.9514952000000001 53.96441349999999915);wind;
Point (8.94866069999999958 53.96528370000000052);wind;
Point (8.94553029999999971 53.96283179999999646);wind;
Point (8.97714810000000085 53.96396690000000262);wind;2050
Point (8.96783439999999921 53.96154560000000089);wind;
Point (8.95017340000000061 53.96130029999999778);wind;3000
Point (8.97077269999999949 53.96071740000000005);wind;
Point (8.97728090000000023 53.96145109999999789);wind;2050
Point (8.97076730000000033 53.95812839999999966);wind;
Point (8.96719940000000015 53.95876799999999918);wind;
Point (8.97101619999999933 53.95523320000000211);wind;
Point (8.96726750000000017 53.95549009999999868);wind;
Point (8.97146200000000071 53.95301630000000159);wind;3
Point (8.95076060000000062 53.95438680000000176);wind;
Point (8.85621429999999954 54.86829290000000015);solar;
Point (8.95334889999999994 53.95244000000000284);wind;
Point (8.85604810000000064 54.86740129999999738);solar;
Point (8.85604269999999971 54.86784860000000208);solar;
Point (9.67568269999999941 54.73439659999999662);wind;
Point (8.85808530000000083 54.86731180000000307);solar;
Point (10.42746700000000004 53.7152150000000006);wind;1300
Point (10.95249279999999992 53.83650939999999707);wind;
Point (8.97805209999999931 54.8889021000000028);wind;6
Point (8.93692419999999998 54.60305069999999716);biogas;
Point (9.00340210000000063 54.88360749999999655);wind;6
Point (8.98556349999999959 54.88689750000000345);wind;6
Point (8.95124649999999988 54.89624340000000302);wind;1.3
Point (8.9476236999999994 54.89746379999999704);wind;1.3
Point (8.96410219999999924 54.89311049999999881);wind;1.3
Point (8.95758649999999967 54.89406670000000332);wind;1.3
Point (8.97033410000000053 54.88866329999999749);wind;1.3
Point (8.96823879999999996 54.89121349999999921);wind;1.3
Point (8.90125519999999959 54.23107720000000143);wind;
Point (8.89829280000000011 54.23275859999999682);wind;
Point (8.90795130000000057 54.22957449999999824);wind;
Point (8.90420540000000038 54.22958169999999711);wind;
Point (9.96202410000000071 54.64284560000000113);wind;
Point (9.96143380000000001 54.64403790000000072);wind;
Point (9.41896329999999971 53.49850419999999929);biomass;
Point (9.96504919999999927 54.64371320000000054);wind;
Point (9.95408300000000068 54.13236270000000161);wind;
Point (8.40279289999999968 53.47293669999999821);wind;
Point (9.95407070000000083 54.12750729999999777);wind;
Point (9.95410380000000039 54.12993290000000002);wind;
Point (8.92292040000000064 53.95778250000000043);wind;
Point (8.9364889999999999 53.96146790000000237);wind;600
Point (9.32421850000000063 53.92898040000000037);wind;2.3
Point (10.50116399999999928 53.52740849999999995);wind;
Point (9.32976039999999962 53.92287230000000164);wind;2.3
Point (9.32764670000000073 53.92666909999999802);wind;2.3
Point (9.2891755000000007 54.68298329999999652);wind;yes
Point (9.33203400000000016 53.92022589999999838);wind;2.3
Point (9.28945440000000033 54.67756210000000294);wind;
Point (9.2895114999999997 54.6743372999999977);wind;
Point (10.51090780000000002 53.53678959999999876);;
Point (9.10564469999999915 53.64437410000000028);wind;
Point (10.5068608999999995 53.53626469999999671);;
Point (10.49797049999999921 53.54356010000000055);;
Point (10.34028939999999963 53.91541289999999975);biomass;
Point (9.17302319999999938 53.574019100000001);wind;
Point (9.67318700000000042 54.40243720000000138);biomass;
Point (9.77866329999999984 54.41440010000000171);biogas;
Point (9.75657640000000015 54.29910189999999659);biomass;
Point (9.98503969999999974 54.38950969999999785);biomass;yes
Point (9.03427909999999912 54.46173819999999921);wind;2000
Point (9.03724790000000056 54.46604620000000097);wind;
Point (9.03145789999999948 54.45717690000000033);wind;3400
Point (9.03575290000000031 54.45916789999999708);wind;3400
Point (9.15317450000000044 54.35702489999999898);biomass;
Point (9.15375459999999919 54.35723320000000314);biomass;
Point (9.22220970000000051 54.27529930000000036);biomass;
Point (9.22270510000000066 54.27534839999999861);biomass;
Point (9.20536230000000089 54.25355820000000051);biomass;
Point (9.2224807000000002 54.27510829999999942);biomass;
Point (9.15255589999999941 54.253509600000001);biomass;
Point (9.20488480000000031 54.25353719999999669);biomass;
Point (9.20555410000000052 54.25332970000000188);biomass;
Point (9.1525742000000001 54.25329599999999886);biomass;
Point (9.46975429999999996 54.26248100000000107);biomass;
Point (9.34230739999999926 54.20622250000000264);biomass;
Point (9.61790039999999991 54.24372069999999724);biogas;
Point (9.46939629999999966 54.26239230000000191);biomass;
Point (9.62608539999999913 54.21878079999999756);biogas;
Point (9.62624950000000013 54.21903019999999884);biogas;
Point (9.61804689999999951 54.20429440000000199);biogas;
Point (9.61811250000000051 54.20467819999999648);biogas;
Point (9.61754789999999993 54.19304110000000207);biogas;
Point (9.61785670000000081 54.19305109999999814);biogas;
Point (9.59744489999999928 54.1724845999999971);biomass;
Point (9.61719459999999948 54.19302270000000021);biogas;
Point (9.59638460000000038 54.17050019999999932);biomass;
Point (9.59719860000000047 54.17246399999999795);biomass;
Point (9.59656050000000072 54.17016040000000032);biomass;
Point (9.59649010000000047 54.17032509999999945);biomass;
Point (9.58347449999999945 54.16998410000000064);biomass;
Point (9.58336259999999918 54.17010059999999783);biomass;
Point (9.48550239999999967 54.14279979999999881);biomass;
Point (9.5836983999999994 54.16988220000000354);biomass;
Point (9.39820279999999997 54.13548750000000354);biomass;
Point (9.48570669999999971 54.14252050000000338);biomass;
Point (8.91557790000000061 54.0012724999999989);wind;
Point (8.9142077000000004 54.00284419999999841);wind;
Point (8.91314999999999991 53.99950139999999976);wind;
Point (8.91708129999999954 53.99970470000000233);wind;
Point (8.9184625999999998 53.99812769999999773);wind;
Point (8.90794960000000025 53.9981537999999972);wind;
Point (8.91020639999999986 53.99735489999999771);wind;
Point (8.92066990000000004 53.99802859999999782);wind;
Point (8.92080379999999984 53.99633169999999893);wind;
Point (8.92413190000000078 53.99720649999999722);wind;
Point (9.25442879999999946 53.79352209999999701);wind;2050
Point (9.24926190000000048 53.79674250000000058);wind;2050
Point (9.73777749999999997 54.74357990000000029);wind;
Point (9.49232860000000045 54.6818168);wind;
Point (10.53182699999999983 53.93050050000000084);wind;80
Point (9.82050109999999954 54.73213570000000061);wind;
Point (8.79523559999999982 54.72803960000000245);wind;
Point (8.8562934000000002 54.72784599999999955);wind;
Point (8.80353170000000063 54.72529500000000269);wind;
Point (8.79937630000000048 54.72673859999999735);wind;
Point (8.81279609999999991 54.72367940000000175);wind;
Point (8.80829650000000086 54.72519170000000344);wind;
Point (8.82133890000000065 54.72472340000000202);wind;
Point (8.81730199999999975 54.72216430000000287);wind;
Point (8.79220169999999968 54.79680429999999802);wind;
Point (8.82213549999999991 54.72123650000000339);wind;
Point (8.77766680000000044 54.79885449999999736);wind;
Point (8.78485779999999927 54.79765780000000319);wind;
Point (9.01483709999999938 54.18618469999999832);wind;2300
Point (9.02387339999999938 54.18807410000000147);wind;2300
Point (9.01186829999999972 54.17919830000000303);wind;2300
Point (9.01124639999999921 54.18551260000000269);wind;2300
Point (8.93166989999999927 54.77675510000000259);wind;yes
Point (8.93447259999999943 54.77990009999999899);wind;yes
Point (8.93655670000000057 54.77728119999999734);wind;yes
Point (8.93398980000000087 54.77784429999999816);wind;yes
Point (9.12965160000000076 54.77512930000000324);wind;
Point (9.12619690000000006 54.77673360000000002);wind;
Point (8.9242910000000002 54.77737559999999917);wind;yes
Point (9.11984280000000069 54.77311499999999711);wind;
Point (8.92416760000000053 54.7747548999999978);wind;yes
Point (8.92170430000000003 54.77619539999999887);wind;3
Point (8.65113380000000021 54.84429229999999933);wind;
Point (8.6564659000000006 54.84423209999999926);wind;
Point (8.65236750000000043 54.84024430000000194);wind;
Point (8.65235419999999955 54.84244199999999836);wind;
Point (8.73733730000000008 54.80077339999999708);wind;
Point (8.73670699999999911 54.79841559999999845);wind;
Point (8.74586399999999919 54.80002819999999986);wind;
Point (8.74210889999999985 54.79868619999999879);wind;
Point (8.74559849999999983 54.79707040000000262);wind;
Point (8.74937770000000015 54.79847279999999898);wind;
Point (10.96303849999999969 53.83748719999999821);wind;
Point (8.74855969999999949 54.79527980000000298);wind;
Point (9.29559640000000087 54.72453959999999995);wind;3.4
Point (10.95986689999999975 53.83598419999999862);wind;
Point (10.47401490000000024 54.0275591999999989);solar;yes
Point (10.47887769999999996 54.03059040000000124);solar;yes
Point (8.68396420000000013 54.8550723999999974);wind;
Point (8.68849100000000085 54.85274820000000062);wind;
Point (10.82132930000000037 54.27941419999999795);wind;
Point (8.682029 54.85184950000000015);wind;
Point (8.97290439999999911 54.58186150000000225);wind;
Point (10.82614129999999975 54.2813323999999966);wind;
Point (8.97575119999999949 54.57946429999999793);wind;
Point (8.9686830999999998 54.58112270000000166);wind;
Point (10.88927639999999997 54.18949779999999805);wind;
Point (8.65082160000000044 53.7231767999999974);wind;500
Point (10.99080249999999914 54.30535270000000025);solar;
Point (10.8856117999999995 54.19118100000000027);wind;
Point (10.9508542999999996 54.30469769999999841);wind;
Point (11.0043293000000002 54.33850379999999802);wind;
Point (8.37352530000000073 53.48534990000000278);wind;
Point (10.98260630000000049 54.33599840000000114);wind;
Point (9.34983070000000005 54.11620270000000232);wind;
Point (8.37571909999999953 53.48326440000000304);wind;
Point (9.01951230000000059 54.6502459000000016);wind;
Point (9.01700800000000058 54.6534097999999986);wind;
Point (9.18534189999999917 54.67051150000000348);wind;
Point (9.18914039999999943 54.66604439999999698);wind;
Point (9.19353869999999951 54.67298100000000005);wind;
Point (9.20141369999999981 54.67370660000000271);wind;
Point (9.19033079999999991 54.67456920000000054);wind;
Point (9.19201039999999914 54.66538990000000098);wind;
Point (9.18948909999999941 54.66924610000000229);wind;
Point (9.19500910000000005 54.66465440000000342);wind;
Point (9.19660709999999959 54.6665282000000019);wind;
Point (9.18931740000000019 54.66777569999999997);wind;
Point (9.1879597000000004 54.67150420000000111);wind;
Point (9.19194599999999973 54.67112589999999983);wind;
Point (9.19269109999999934 54.66853849999999682);wind;
Point (9.19832380000000072 54.6744199999999978);wind;
Point (9.19619460000000011 54.67183949999999726);wind;
Point (9.19759469999999979 54.66400000000000148);wind;
Point (9.08224120000000035 54.76551950000000346);wind;
Point (9.07641270000000056 54.75807869999999866);wind;
Point (9.07887599999999928 54.16548800000000341);wind;yes
Point (9.11431840000000015 53.62635039999999975);biogas;yes
Point (8.85976029999999959 53.54375300000000237);solar;yes
Point (9.06985320000000073 54.16417719999999747);wind;yes
Point (9.74801989999999918 54.76144070000000141);biomass;
Point (8.86199039999999982 53.54368610000000217);biomass;yes
Point (10.40592410000000001 54.35587689999999839);wind;
Point (9.68479480000000059 54.77380709999999908);biomass;
Point (9.02203470000000074 54.26293869999999941);wind;
Point (8.62264260000000071 53.54569149999999667);wind;3
Point (10.5480078000000006 54.25695079999999848);biomass;
Point (9.02474559999999926 54.26506919999999923);wind;
Point (8.88498350000000059 54.67478200000000044);wind;3.4
Point (10.56832140000000031 54.24302699999999788);biomass;
Point (8.86127439999999922 54.67241580000000312);wind;3.4
Point (8.87867819999999952 54.67272770000000293);wind;3.4
Point (8.89335630000000066 54.64640800000000098);wind;2.3
Point (8.86983359999999976 54.67220429999999709);wind;3.4
Point (8.88857250000000043 54.64071500000000015);wind;2.3
Point (8.89094919999999966 54.64383819999999758);wind;2.3
Point (9.06600440000000063 53.81816220000000328);wind;1300
Point (9.07217619999999947 53.81973639999999648);wind;500
Point (8.33887730000000005 53.57596019999999726);wind;
Point (8.33221419999999924 53.57978570000000218);wind;
Point (8.91328610000000054 54.01275780000000282);wind;
Point (8.29358490000000081 53.55355649999999912);wind;
Point (8.67239250000000084 53.50455699999999837);wind;2000
Point (8.67666250000000083 53.50407200000000074);wind;2000
Point (9.19853909999999964 54.16288670000000138);biogas;
Point (8.67477429999999927 53.50174990000000008);wind;2000
Point (8.65567519999999924 53.69051100000000076);wind;
Point (8.86790509999999976 54.84816670000000016);solar;
Point (10.18214030000000037 54.20502580000000137);solar;35
Point (10.17155799999999921 54.22740770000000055);solar;30
Point (10.21702789999999972 54.22666219999999981);solar;20
Point (10.19076549999999948 54.2087797000000009);solar;50
Point (9.02683030000000031 54.16785850000000124);wind;yes
Point (9.93353019999999987 54.51373759999999891);solar;135
Point (9.90126990000000085 54.5353184000000013);solar;25
Point (9.90059830000000041 54.53541479999999808);solar;60
Point (9.91976509999999934 54.5259824999999978);solar;20
Point (9.91917529999999914 54.52627780000000257);solar;20
Point (10.82516410000000029 53.93645759999999711);wind;2300
Point (9.91080690000000075 54.52650200000000069);solar;25
Point (10.65995960000000053 53.78024309999999986);biomass;yes
Point (10.61418600000000012 53.5128011999999984);biomass;
Point (9.89649840000000047 54.52014090000000124);solar;50
Point (10.21770399999999945 54.21069539999999876);solar;5
Point (9.88222129999999943 54.52094269999999909);solar;70
Point (9.89367700000000028 54.51541389999999865);solar;180
Point (10.21114569999999944 54.21241830000000306);solar;5
Point (10.21081039999999973 54.21249209999999863);solar;10
Point (10.21070779999999978 54.20624680000000239);solar;10
Point (10.21063829999999939 54.2048070000000024);solar;30
Point (10.89909070000000035 55.02357140000000157);wind;
Point (10.89783539999999995 55.02072989999999919);wind;
Point (9.06893660000000068 54.63752389999999792);wind;
Point (10.89660160000000033 55.01790660000000344);wind;
Point (9.03848819999999975 54.63107810000000342);wind;yes
Point (9.04371199999999931 54.63330069999999949);wind;yes
Point (9.06715559999999954 54.6347290000000001);wind;
Point (9.06458070000000049 54.63712579999999974);wind;
Point (9.0622846999999993 54.63465510000000336);wind;
Point (9.0579073999999995 54.63624469999999889);wind;
Point (9.37503330000000012 53.51458569999999781);wind;yes
Point (9.00340379999999918 54.63801970000000097);wind;
Point (8.49804319999999969 53.54235570000000166);wind;
Point (8.27767839999999921 53.55290180000000078);wind;
Point (10.53198049999999952 54.0543635000000009);solar;yes
Point (10.52906059999999933 54.05801209999999912);solar;yes
Point (10.55752610000000047 54.06479039999999969);solar;yes
Point (10.54521860000000011 54.06590570000000184);solar;yes
Point (10.53157309999999924 54.05833080000000024);solar;yes
Point (10.5318524 54.05854500000000229);solar;yes
Point (10.53401739999999975 54.0322306999999995);solar;yes
Point (10.54689540000000036 54.03706679999999807);solar;yes
Point (10.53256359999999958 54.05541230000000041);solar;yes
Point (10.53270320000000027 54.05558769999999669);solar;yes
Point (10.50817630000000058 54.05438660000000084);solar;yes
Point (10.5249713000000007 54.05458349999999967);solar;yes
Point (10.53342649999999914 54.03814169999999706);solar;yes
Point (10.53173390000000076 54.05430880000000116);solar;yes
Point (10.53079830000000072 54.03592669999999742);solar;yes
Point (10.53028630000000021 54.03593819999999681);solar;yes
Point (10.54539300000000068 54.06899119999999925);solar;yes
Point (10.53231000000000073 54.03540430000000327);solar;yes
Point (10.5336943999999999 54.06036189999999664);solar;yes
Point (10.5365404999999992 54.06042870000000278);solar;yes
Point (10.53076809999999952 54.0570894000000024);solar;yes
Point (10.52731960000000022 54.05836740000000162);solar;yes
Point (8.38860380000000028 53.47120730000000322);biomass;
Point (10.49307969999999912 54.05169020000000302);solar;yes
Point (9.23830970000000029 54.67117290000000196);wind;2300
Point (9.23532830000000082 54.67168879999999831);wind;2300
Point (9.09348340000000022 54.72597110000000242);wind;
Point (9.23555200000000021 54.67020790000000119);wind;2300
Point (9.09837570000000007 54.72616940000000341);wind;
Point (9.10336299999999987 54.72636179999999939);wind;
Point (9.11784719999999993 54.73080660000000108);wind;
Point (9.11777750000000076 54.72839669999999757);wind;
Point (9.12287560000000042 54.72591179999999866);wind;
Point (9.10597070000000031 54.7340958999999998);wind;
Point (9.10603449999999981 54.7320676000000006);wind;
Point (9.11867310000000053 54.72597760000000022);wind;
Point (9.1060130000000008 54.72474460000000107);wind;
Point (9.11063719999999932 54.73035159999999877);wind;
Point (10.50873739999999934 54.05488900000000285);gas;
Point (9.10997219999999963 54.73323500000000053);wind;
Point (10.02502639999999978 53.45956580000000002);wind;500
Point (9.53400749999999952 54.05975959999999958);biomass;
Point (8.97262500000000074 54.54504860000000122);wind;
Point (10.02613419999999955 53.45566199999999668);wind;500
Point (11.07221050000000062 54.5137305000000012);wind;2300
Point (11.07225389999999976 54.51603370000000126);wind;2300
Point (11.07325520000000019 54.50933169999999706);wind;2300
Point (11.07267270000000003 54.51152749999999969);wind;2300
Point (11.07581970000000027 54.50505590000000211);wind;2300
Point (11.07419589999999943 54.50714219999999699);wind;2300
Point (8.88945269999999965 54.19027429999999868);wind;
Point (8.89671730000000061 54.19039020000000306);wind;
Point (8.89619579999999921 54.188322399999997);wind;
Point (8.8929664000000006 54.19003169999999869);wind;
Point (8.8947819999999993 54.18636750000000291);wind;
Point (8.89278529999999989 54.18798000000000314);wind;
Point (8.91097509999999993 54.19313129999999745);wind;
Point (8.89136399999999938 54.18587730000000136);wind;
Point (9.07152619999999921 53.81770600000000115);wind;500
Point (8.92384670000000035 54.19082790000000216);wind;
Point (9.07096559999999918 53.81570159999999703);wind;500
Point (9.0649160000000002 53.81600710000000021);wind;1300
Point (9.07701660000000032 53.81312489999999826);wind;1300
Point (9.06429229999999997 53.81327739999999693);wind;1300
Point (9.08059929999999937 53.8113547999999966);wind;1300
Point (9.06999940000000038 53.81283849999999802);wind;1300
Point (8.70632960000000011 54.3385169000000019);wind;
Point (9.07518989999999981 53.81096769999999907);wind;1300
Point (10.38694150000000072 53.60398260000000192);biomass;
Point (8.70640200000000064 54.3400786999999994);wind;
Point (8.94195930000000061 54.22553930000000122);wind;
Point (8.93818839999999959 54.22778399999999976);wind;
Point (9.38421259999999968 53.687829899999997);wind;1500
Point (8.98099820000000015 53.982220599999998);wind;
Point (9.38019240000000032 53.68324940000000112);wind;1500
Point (9.38949619999999996 53.6853162000000026);wind;1500
Point (8.98953200000000052 54.00185880000000083);wind;
Point (9.38624880000000061 53.68070709999999934);wind;1500
Point (8.9545028999999996 53.98119369999999861);wind;
Point (8.95062019999999947 53.98328839999999929);wind;
Point (8.91000320000000023 54.01570790000000244);wind;
Point (8.94141549999999974 54.00480559999999741);wind;
Point (8.94010369999999988 53.98335409999999968);wind;
Point (8.94575949999999942 53.98430059999999742);wind;
Point (8.97807010000000005 53.97989869999999968);wind;
Point (8.94352139999999984 53.98249189999999942);wind;
Point (8.97611460000000072 53.97747189999999762);wind;
Point (8.92653819999999953 53.97904869999999988);wind;
Point (8.99625430000000037 53.92575080000000298);wind;
Point (9.00433390000000067 53.93003790000000208);wind;
Point (9.00120480000000001 53.92147140000000149);wind;
Point (8.99894740000000048 53.92361410000000177);wind;
Point (8.4376654999999996 53.43653129999999862);solar;
Point (8.43755819999999979 53.43811639999999841);solar;
Point (9.92084209999999977 53.96980190000000022);wind;
Point (9.92373880000000064 53.97808090000000192);wind;
Point (9.93232189999999981 53.97230090000000047);wind;
Point (9.93779359999999912 53.96259429999999924);wind;
Point (9.92453279999999971 53.97401729999999986);wind;
Point (9.93796530000000011 53.96881739999999894);wind;
Point (9.72900789999999915 53.94022830000000113);biomass;
Point (9.91629299999999958 53.97410570000000263);wind;
Point (9.00447909999999929 53.98921539999999908);wind;
Point (9.01631609999999917 53.99090999999999951);wind;
Point (11.07157209999999914 54.47380359999999655);wind;300
Point (9.01272870000000026 53.98914109999999766);wind;
Point (11.07212640000000015 54.4713522999999995);wind;300
Point (11.07187350000000059 54.47246690000000058);wind;300
Point (11.11420200000000058 54.49105610000000155);wind;2300
Point (11.10258559999999939 54.49106940000000066);wind;2300
Point (11.10043669999999949 54.48914239999999864);wind;2300
Point (11.10732080000000011 54.49087920000000196);wind;2300
Point (11.09815840000000087 54.48695550000000054);wind;2300
Point (11.10867320000000014 54.48820820000000253);wind;2300
Point (11.10997500000000038 54.48551679999999919);wind;2300
Point (11.10405100000000012 54.48692520000000172);wind;2300
Point (11.10528820000000039 54.48436519999999916);wind;2300
Point (11.09974180000000032 54.48463710000000049);wind;2300
Point (11.10658160000000017 54.48196870000000303);wind;2300
Point (11.11218159999999955 54.48302840000000202);wind;2300
Point (11.11356609999999989 54.48025930000000017);wind;2300
Point (11.10192600000000063 54.48175839999999681);wind;2300
Point (11.10289260000000056 54.47879060000000351);wind;2300
Point (11.10832169999999941 54.47908340000000038);wind;2300
Point (11.1094147999999997 54.47665289999999771);wind;2300
Point (11.11494910000000047 54.47754210000000086);wind;2300
Point (8.93251859999999986 54.18587130000000229);wind;2300
Point (9.90597610000000017 53.52494229999999931);wind;2.4
Point (9.86890280000000075 54.50306710000000265);solar;150
Point (9.86331599999999931 54.50385639999999654);solar;50
Point (9.85725910000000027 54.49464210000000008);solar;100
Point (9.8667732000000008 54.5007676000000032);solar;60
Point (9.45497759999999943 54.97647719999999794);;
Point (9.86099040000000038 54.49124470000000287);solar;100
Point (9.30788000000000082 53.71216799999999836);wind;2000
Point (9.6008653000000006 53.46013239999999911);biomass;
Point (9.16293379999999935 54.75689719999999738);wind;yes
Point (10.61342319999999972 53.89086530000000153);wind;
Point (9.33727990000000041 54.04059740000000289);biomass;
Point (9.16319099999999942 54.75556569999999823);wind;yes
Point (10.33529489999999917 53.79687260000000038);solar;284
Point (10.80140500000000081 53.90761489999999867);gas;2
Point (9.92253449999999937 54.32024990000000031);biomass;
Point (10.32978920000000045 53.79772129999999919);solar;180
Point (9.06729969999999952 53.46078620000000114);wind;
Point (9.06597750000000069 53.46291209999999694);wind;
