wkt_geom;generator:source;generator:output
Point (9.06945890000000077 53.44192420000000254);wind;
Point (9.06852909999999923 53.44365119999999791);wind;
Point (8.7589106000000001 54.80902129999999772);wind;
Point (8.76160430000000012 54.8123952999999986);wind;
Point (8.78676729999999928 54.78725049999999896);wind;
Point (8.7826474000000001 54.78764060000000313);wind;
Point (9.89962249999999955 54.40256109999999978);wind;
Point (9.89218709999999923 54.402813799999997);wind;
Point (9.10209399999999924 53.9574473999999995);wind;3400
Point (9.89780230000000039 54.39958670000000041);wind;
Point (9.10388969999999986 53.95423830000000009);wind;3400
Point (9.0973872999999994 53.95520979999999867);wind;3400
Point (9.09311639999999954 53.95217120000000222);wind;3400
Point (9.10832540000000002 53.95244139999999788);wind;3400
Point (9.0967172000000005 53.94945220000000319);wind;3400
Point (9.1020114999999997 53.95102539999999891);wind;3400
Point (8.86450710000000086 54.46505599999999703);wind;
Point (8.86563899999999983 54.46623449999999877);wind;
Point (9.06239919999999977 53.63168579999999963);wind;yes
Point (8.86266789999999993 54.46310059999999709);wind;
Point (9.49975320000000067 53.80445639999999941);wind;
Point (9.49810609999999933 53.8067276000000021);wind;
Point (9.57129939999999912 53.85217980000000182);wind;
Point (9.50140069999999959 53.80218349999999816);wind;
Point (9.57538289999999925 53.85141709999999904);wind;
Point (9.56612280000000048 53.85193439999999754);wind;
Point (9.20651160000000068 54.44716350000000205);wind;
Point (9.64736369999999965 54.50159990000000221);wind;
Point (9.91285120000000042 53.5226538000000005);wind;2.5
Point (9.2028295 54.44510629999999907);wind;
Point (9.06557620000000064 54.38092869999999834);biomass;
Point (9.91789209999999954 53.52058749999999776);wind;2.5
Point (9.85401440000000051 54.57348559999999793);wind;
Point (10.24054620000000071 54.11845749999999811);biomass;yes
Point (9.97004950000000001 54.34140299999999968);hydro;yes
Point (9.08956829999999982 54.16599370000000135);wind;
Point (9.59490959999999937 53.74021780000000348);wind;2
Point (10.21073900000000023 54.2152661000000009);solar;35
Point (8.93995179999999934 54.23038809999999899);wind;
Point (8.94657959999999974 54.23529789999999906);wind;850
Point (9.6065220999999994 54.39170599999999922);biomass;
Point (8.94366939999999921 54.23033310000000284);wind;
Point (9.02409319999999937 54.71434959999999847);wind;
Point (9.03099130000000017 54.71525050000000334);wind;
Point (9.02567640000000004 54.70981849999999724);wind;
Point (9.02887349999999955 54.71258579999999938);wind;
Point (9.22434370000000037 54.85518809999999945);wind;yes
Point (9.57639520000000033 54.4259871000000004);biomass;
Point (9.20692810000000073 54.85901139999999998);wind;yes
Point (9.21125849999999957 54.8580773999999991);wind;yes
Point (9.21565589999999979 54.85710250000000343);wind;yes
Point (9.20239109999999982 54.8600223999999983);wind;yes
Point (9.19795880000000032 54.86101159999999766);wind;yes
Point (9.22005069999999982 54.85615049999999826);wind;yes
Point (9.86600740000000087 54.55597199999999702);solar;60
Point (9.19366720000000015 54.86197489999999988);wind;yes
Point (9.82713449999999966 54.50897020000000026);solar;70
Point (9.97964329999999933 54.65773920000000174);biomass;
Point (9.90663020000000039 54.49823789999999946);solar;40
Point (9.90615750000000084 54.49853710000000007);solar;70
Point (9.86957340000000016 54.50917400000000157);solar;30
Point (9.88687600000000089 54.51792259999999857);solar;10
Point (9.36910759999999954 53.54590660000000213);biogas;yes
Point (9.86734329999999993 54.50833529999999882);solar;40
Point (9.83191929999999914 54.53398109999999832);solar;100
Point (9.99716570000000004 54.36817880000000258);biomass;
Point (9.82212059999999987 54.53174210000000244);solar;20
Point (9.84246040000000022 54.50275150000000224);solar;110
Point (10.17500180000000043 54.20632890000000259);solar;10
Point (10.17743579999999959 54.20434259999999682);solar;10
Point (10.18914469999999994 54.22813440000000185);solar;10
Point (10.19913960000000053 54.23872939999999687);solar;35
Point (10.17948080000000033 54.22486010000000078);solar;35
Point (10.18471800000000016 54.22876440000000287);solar;5
Point (8.44447019999999959 53.43802000000000163);solar;
Point (8.44374069999999932 53.43751830000000069);solar;
Point (8.35261790000000026 53.45656089999999949);solar;
Point (8.35552000000000028 53.45775549999999754);solar;
Point (8.36059750000000079 53.45613279999999889);solar;
Point (8.35466169999999941 53.45968140000000091);solar;
Point (8.35792059999999992 53.46192190000000011);solar;
Point (8.36117139999999992 53.45687550000000243);solar;
Point (8.35737879999999933 53.45854119999999909);solar;
Point (8.35270099999999971 53.45669339999999892);solar;
Point (8.36209140000000062 53.45613440000000338);solar;
Point (8.3586153000000003 53.46187400000000167);solar;
Point (8.35719109999999965 53.46246000000000009);solar;
Point (8.35476629999999965 53.46077369999999718);solar;
Point (8.36150139999999986 53.45636439999999823);solar;
Point (8.35508019999999973 53.45889729999999673);solar;
Point (10.30062810000000084 54.05508309999999739);gas;440
Point (11.10473930000000031 53.70171189999999939);solar;
Point (10.30038369999999937 54.05505720000000025);gas;440
Point (10.30050939999999926 54.05507049999999936);gas;440
Point (9.0836389000000004 53.91566629999999805);wind;2000
Point (9.0801362000000001 53.91865049999999826);wind;2000
Point (9.08517639999999993 53.91167180000000059);wind;2000
Point (9.07871120000000076 53.91399260000000027);wind;2000
Point (9.08420330000000043 53.98768599999999651);wind;3000
Point (9.08739309999999989 53.9100003000000001);wind;2000
Point (8.48752119999999977 53.50229329999999806);solar;
Point (9.07738430000000029 53.98705669999999657);wind;3000
Point (9.98473790000000072 54.6463751000000002);wind;
Point (9.0257164999999997 54.45506400000000014);wind;3400
Point (9.01122999999999941 53.99653940000000318);wind;
Point (8.99771740000000086 54.01773099999999772);wind;
Point (9.09029989999999977 53.96162759999999992);wind;3000
Point (8.66692579999999957 54.79637879999999939);biomass;
Point (9.08904449999999997 53.95693930000000194);wind;3000
Point (9.09656370000000081 53.95903069999999957);wind;3000
Point (8.58247339999999959 53.79639350000000064);wind;
Point (8.57575989999999955 53.79836149999999861);wind;
Point (8.58052080000000039 53.79306290000000246);wind;
Point (8.57922669999999954 53.79516100000000023);wind;
Point (8.57764539999999975 53.78459900000000005);wind;
Point (8.58027839999999919 53.78975460000000197);wind;
Point (8.63671530000000054 53.68351510000000104);wind;
Point (8.64181909999999931 53.68360429999999894);wind;
Point (8.65015909999999977 53.6800235999999984);wind;
Point (8.64561390000000074 53.68036070000000137);wind;
Point (9.92849849999999989 54.64817279999999755);wind;
Point (10.18657759999999968 54.32744040000000041);hydro;yes
Point (8.8716121999999995 54.17269350000000117);wind;3370
Point (9.54946879999999965 54.11886059999999787);biomass;
Point (9.0237557000000006 54.51344449999999853);biogas;
Point (8.86859300000000061 54.18072990000000289);wind;
Point (8.5853199999999994 53.43920529999999758);wind;
Point (10.32271060000000062 53.43785340000000161);wind;500
Point (10.23907230000000013 53.79401949999999744);wind;5
Point (9.18927940000000021 54.74040120000000087);wind;yes
Point (8.88452599999999926 54.20732790000000278);wind;
Point (8.88577399999999962 54.20866589999999974);wind;
Point (8.89170260000000034 54.1982481000000007);wind;
Point (8.88851200000000041 54.20580979999999727);wind;
Point (9.98363499999999959 53.99883659999999708);biomass;
Point (8.97835189999999983 54.39805090000000121);wind;10
Point (9.47680129999999998 53.85395090000000096);wind;2500
Point (9.47317909999999941 53.8556689999999989);wind;2500
Point (9.75426880000000018 54.57820509999999814);wind;9.8
Point (9.47496379999999938 53.85084069999999912);wind;2500
Point (10.42104409999999959 54.81785839999999865);wind;yes
Point (9.54021460000000054 54.63407010000000241);wind;
Point (8.62281439999999932 53.55081380000000024);wind;5
Point (10.41697249999999997 54.81996639999999843);wind;yes
Point (8.85653570000000023 54.65941370000000177);wind;3.4
Point (8.85297740000000033 54.66163790000000233);wind;3.4
Point (9.01769299999999951 54.17682609999999954);wind;yes
Point (9.84921899999999972 54.31110110000000191);biomass;
Point (8.98267590000000027 54.62891590000000264);solar;
Point (8.45731800000000078 53.48552010000000223);solar;
Point (8.97915489999999927 54.63126499999999908);solar;
Point (8.97902919999999938 54.63182520000000153);solar;
Point (8.98101699999999958 54.62915259999999762);solar;
Point (8.98383819999999922 54.63102229999999793);solar;
Point (8.97972949999999948 54.62891009999999881);solar;
Point (8.98008540000000011 54.62999930000000148);solar;
Point (8.97917160000000081 54.62901600000000002);solar;
Point (8.97802000000000078 54.62917860000000303);solar;
Point (8.99462229999999963 54.63004560000000254);solar;
Point (8.98127629999999932 54.62976989999999944);solar;
Point (8.97958999999999996 54.62835139999999967);solar;
Point (8.9791597000000003 54.63095450000000142);solar;
Point (8.97997630000000058 54.62935130000000328);solar;
Point (8.9881340999999999 54.62714989999999915);solar;
Point (8.98427380000000042 54.63153179999999765);solar;
Point (8.98264320000000005 54.63133220000000279);solar;
Point (8.99809579999999976 54.62952390000000236);solar;
Point (8.98217690000000069 54.62811359999999894);solar;
Point (8.97900470000000084 54.63042349999999914);solar;
Point (8.98052350000000033 54.6281833999999975);solar;
Point (8.97964080000000031 54.63114389999999787);solar;
Point (8.98294789999999921 54.6292935999999969);solar;
Point (8.98321480000000072 54.62970599999999877);solar;
Point (8.98079380000000072 54.63163589999999914);solar;
Point (8.98230829999999969 54.62848900000000185);solar;
Point (8.97978230000000011 54.63176709999999758);solar;
Point (9.62871840000000034 53.82737660000000091);wind;
Point (9.62560440000000028 53.82899319999999932);wind;
Point (10.58354779999999984 54.96649039999999786);wind;yes
Point (10.57944570000000084 54.96909780000000012);wind;yes
Point (9.56639829999999947 54.83502430000000061);wind;
Point (9.64327590000000079 54.79809689999999733);;
Point (9.39448860000000074 54.59796349999999876);wind;yes
Point (9.39989590000000064 54.59888339999999829);wind;yes
Point (9.07456919999999911 53.92067769999999882);wind;3400
Point (11.10731370000000062 53.49444079999999957);wind;yes
Point (9.07559709999999953 53.91684959999999904);wind;3400
Point (9.07014490000000073 53.91836239999999947);wind;3400
Point (9.07165170000000032 53.91479470000000163);wind;3400
Point (9.0659314000000002 53.9159569999999988);wind;3400
Point (8.62454239999999928 53.5565817000000024);wind;5
Point (9.06763029999999937 53.91256889999999657);wind;3400
Point (9.00715100000000035 53.92462840000000313);wind;
Point (9.00573319999999988 53.92737989999999826);wind;
Point (9.00959429999999983 53.91976300000000322);wind;
Point (9.00846780000000003 53.9221191000000033);wind;
Point (9.10434820000000045 53.93540060000000125);wind;2000
Point (9.00363959999999963 53.91944050000000033);wind;
Point (9.09610759999999985 53.93055480000000301);wind;2000
Point (9.10054219999999958 53.93446409999999958);wind;2000
Point (8.44449439999999996 53.43760509999999897);solar;
Point (8.43658719999999995 53.43857650000000348);solar;
Point (9.36393439999999977 53.931890199999998);solar;
Point (9.65669639999999951 53.62660089999999968);wind;
Point (9.36219780000000057 53.93108759999999791);solar;
Point (9.36245450000000012 53.9312230000000028);solar;
Point (9.37343500000000063 53.92659600000000353);solar;
Point (9.36276250000000054 53.93021170000000097);solar;
Point (8.9081816000000007 54.63833209999999951);wind;6
Point (9.37349159999999948 53.9264095999999995);solar;
Point (9.23067320000000002 54.26348250000000206);wind;
Point (8.54629760000000083 53.52901640000000327);gas;
Point (9.26595979999999919 53.9266982999999982);wind;
Point (9.36446339999999999 54.11796350000000189);wind;
Point (9.26851860000000016 53.92485340000000349);wind;
Point (9.24738089999999957 53.94039420000000007);wind;
Point (9.24914580000000086 53.93887889999999885);wind;
Point (9.31685739999999996 53.93057360000000244);wind;
Point (9.26283229999999946 53.92893449999999689);wind;
Point (9.25586930000000052 53.93262670000000014);wind;
Point (9.32238809999999951 53.93227929999999759);wind;
Point (9.33039179999999924 53.93285720000000083);wind;
Point (9.25961369999999917 53.93085800000000063);wind;
Point (9.25358939999999919 53.93502689999999689);wind;
Point (10.13164399999999965 54.47450160000000352);wind;
Point (9.25154910000000008 53.9373283999999984);wind;
Point (8.98538950000000014 53.43881220000000098);wind;
Point (8.98727779999999932 53.43562940000000339);wind;
Point (9.26314700000000002 53.9394233000000014);solar;
Point (8.98659110000000005 53.43726560000000347);wind;
Point (9.37938409999999934 53.92125839999999926);solar;
Point (9.37746289999999938 53.92441139999999677);solar;
Point (9.38017849999999953 53.9203039000000004);solar;
Point (9.37776170000000064 53.92063240000000235);solar;
Point (9.37759059999999955 53.92023950000000099);solar;
Point (9.37785620000000009 53.92032429999999721);solar;
Point (9.37680620000000076 53.91484899999999669);solar;
Point (9.37753629999999916 53.91651029999999878);solar;
Point (9.25485819999999926 54.14148920000000231);wind;
Point (9.37717660000000031 53.91231009999999912);solar;
